ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2399448,3,956,5,20190829,C,0604MM,217,5 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399168,3,6248,79,20190829,C,1114MM,1715,78 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399167,3,6248,79,20190829,C,1113MM,1715,78 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399165,3,1280,39,20190829,C,0918MM,1600,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396472,1,498,7502,20190829,C,19-00725,543,BROADWAY,20200123,OK TO DISMISS VIOLATION. BORO COMMISSIONER SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399287,3,3439,16,20190829,C,0404JG,70 A,COOPER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378953,3,3432,49,20190829,C,CC04RM01,25,COOPER STREET,20190910,VIOLATING CONDITIONS CORRECTED,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2399185,3,121,14,20190829,C,0201MM,45,DUFFIELD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399186,3,121,14,20190829,C,0202MM,45,DUFFIELD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399276,3,956,5,20190829,C,0603MM,217,FIFTH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396470,1,628,1,20190829,C,19-00724,1,LITTLE WEST 12 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396473,1,628,1,20190829,C,19-00721,1,LITTLE WEST 12 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399180,3,3045,5,20190829,C,0112MM,194,SCHOLES STREET,20200131,"DISMISSED, BC SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399179,3,3045,5,20190829,C,0111MM,194,SCHOLES STREET,20200131,"DISMISSED, BC SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399184,3,1376,79,20190829,C,0807MM,1201,ST JOHNS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399173,3,1217,83,20190829,C,0809MM,545,ST MARKS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398497,2,3857,1,20190829,C,CN1002AJ,134,WESTCHESTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378896,4,4515,23,20190828,C,19-00711,150-40,10 AVENUE,20200228,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378897,4,6416,39,20190828,C,19-00714,146-41,60 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405664,3,6747,7,20190828,C,1401RH,1824,AVENUE M,,DELETED BY BEM ON 10/28/19 BECAUSE DISMISS/VOIDED/NO PERMIT REQUIRED,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2399178,3,6747,7,20190828,C,1401RH,1824,AVENUE M,20191028,DELETED BY BEM ON 10/28/19 BECAUSE DISMISS/VOIDED/NO PERMIT REQUIRED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378892,4,3542,19,20190828,C,19-00713,15-18,DECATUR STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396343,2,3326,34,20190828,C,E20701JT,94,EAST 208 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378893,1,1436,19,20190828,C,19-00710,345,EAST 61 STREET,20200212,"OK TO DISMISS DOB VIOLATION,BASED ON    INSPECTION CRACKS REPAIED AND JOB#M00231",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378925,4,8233,86,20190828,C,19-00718,50-43,MORENCI LANE,20200107,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399183,3,1376,79,20190828,C,0808MM,1201,ST JOHNS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397004,3,6673,58,20190828,C,CN1101DT,1873,WEST 8 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378955,2,4590,16,20190828,C,1101JM,3010,YOUNG AVENUE,20191002,SWO RESCINDED. OK TO DISMISS DOB VIOLATION,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378872,4,5123,88,20190827,C,CER01CM,134-23,BLOSSOM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399277,3,3305,42,20190827,C,0405JG,324,CENTRAL AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378875,2,3326,34,20190827,C,E20701MM,94,EAST 208 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378877,2,3326,34,20190827,C,E20701JT,94,EAST 208 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378876,2,3326,32,20190827,C,E20701JR,92,EAST 208 STREET,20200715,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2383474,3,4624,46,20190827,C,FEU31701BS,79,EAST 54 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378867,3,1713,9,20190827,C,CER02SM,17 A,KANE PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378626,1,111,100,20190827,C,CC03LJ12,40,MADISON STREET,20190827,DOB ENTERED IN ERROR.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378672,1,298,8,20190827,C,19-00707,28,ORCHARD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399282,3,2957,30,20190827,C,0407JG,517,STAGG STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399206,3,1422,40,20190827,C,0904VB,420,TROY AVENUE,20200512,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399208,3,1422,40,20190827,C,0901VB,420,TROY AVENUE,20200512,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2382123,1,774,24,20190827,C,FEU10401FF,219,WEST 24 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378543,3,5701,32,20190826,C,19-00701,960,58 STREET,20190927,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399210,3,1330,69,20190826,C,0901VB,373,LINCOLN ROAD,20191002,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399205,3,325,62,20190826,C,061GB,42,TOMPKINS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378559,5,2260,64,20190826,C,19-00706,14,TUPELO COURT,20190829,OK TO DISMISS DOB AS PER BC EMAIL,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2397344,1,1715,50,20190824,C,E1101LR,314,PLEASANT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383383,4,331,38,20190823,C,C0101JR,35-30,12 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378496,1,111,100,20190823,C,CC03LJ06,388,PEARL STREET,20190827,,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378497,1,111,100,20190823,C,CC03LJ07,388,PEARL STREET,20190827,,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378541,4,312,34,20190823,C,CNE03DB,36-08,REVIEW AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396587,2,3279,35,20190823,C,FEU20701PN,2847,WEBSTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396727,2,3279,35,20190823,C,FEU20702PN,2847,WEBSTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378227,5,7066,9,20190822,C,19-00695,17,BARRY STREET,20190828,OK TO DISMISS BASED ON BC GLUCKMAN EMAIL,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378228,5,7066,8,20190822,C,19-00694,15,BARRY STREET,20190828,OK TO DISMISS BASED ON BC GLUCKMAN EMAIL,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378408,4,424,7501,20190822,C,CC02MO04,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378414,4,424,7501,20190822,C,CC02MO10,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378412,4,424,7501,20190822,C,CC02MO08,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378413,4,424,7501,20190822,C,CC02MO09,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378406,4,424,7501,20190822,C,CC02MO02,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378405,4,424,7501,20190822,C,CC02MO01,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378411,4,424,7501,20190822,C,CC02MO07,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378409,4,424,7501,20190822,C,CC02MO05,42-02,CRESCENT STREET,20190827,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2378957,3,1468,1,20190822,C,FEU31605BS,1547,EASTERN PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396576,2,2274,23,20190822,C,FEU20104BS,519,SAINT ANNS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378385,1,400,42,20190821,C,FEU10301IK,233,EAST 4 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378947,2,5348,39,20190821,C,CN1001AJ,1367,ELLISON AVENUE,20190917,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 9/12/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2378981,3,403,7504,20190821,C,CN0602RA,209,SMITH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384341,1,517,30,20190821,C,E10203JT,139,THOMPSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384340,1,517,30,20190821,C,E10202JT,139,THOMPSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384342,1,517,30,20190821,C,E10204JT,139,THOMPSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2378500,1,2031,37,20190821,C,19-00687,200,WEST 146 STREET,20191028,OK TO REMOVE VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2377215,3,2505,45,20190820,C,ER03SM,207,FREEMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396828,3,1662,82,20190820,C,E30301AK,589,HALSEY STREET,20200605,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2377210,3,1639,4,20190820,C,19-00684,482,MONROE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399201,3,936,8,20190820,C,0604CD,76,ST MARKS AVENUE,20200103,OK TO DISMISS. SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2377169,3,1613,16,20190819,C,CC03LJ03,1200,BROADWAY,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2377351,3,511,12,20190819,C,CN0604RA,70,COMMERCE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376931,2,4690,44,20190819,C,19-00680,904,EAST 220 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376932,2,4690,44,20190819,C,19-00681,904,EAST 220 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399200,3,4148,14,20190819,C,0501HP,289,HEMLOCK STREET,20200515,"DISMISSED, VACATE ORDER RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376890,3,8633,1,20190819,C,19-00678,6404,STRICKLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377211,1,2225,4,20190819,C,ER02ND,71,VERMILYEA AVENUE,20200211,OK TO DISMIS VIOLATION,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376895,3,5107,115,20190818,C,ER01CM,55,WOODS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376869,2,4004,11,20190817,C,CER01ND,1111,EAST TREMONT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376903,5,1080,14,20190817,C,NE02EC,38,HARRISON AVENUE,20190925,OK TO DISMISS THE DOB BASED ON THE LAST INSPECTION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376868,4,1939,26,20190817,C,CC04PW02,101-18,LEWIS AVENUE,20190828,VIOLATION COMPLIE WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2376867,4,1939,26,20190817,C,CC04PW01,101-18,LEWIS AVENUE,20190828,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2376865,4,1939,26,20190817,C,CC04PW03,101-16,LEWIS AVENUE,20190828,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2399230,3,376,30,20190816,C,0601KG,538,CLINTON STREET,20200309,"DISMISS, SWO HAS BE3EN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399239,3,6713,71,20190816,C,1401VB,1385,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397558,1,478,16,20190816,C,FEU10202BS,172,ELIZABETH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398834,2,2787,38,20190816,C,CN0401DT,1500,MORRIS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384360,1,517,30,20190816,C,FEU10201BS,139,THOMPSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377426,3,1015,1,20190815,C,FEU30601FF,179,11 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376690,1,646,7503,20190815,C,19-00667,33,9 AVENUE,20200211,OK TO DISMISS DOB VIOLATION SWO RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376694,1,646,7503,20190815,C,19-00665,33,9 AVENUE,20190826,OK TO DISMISS DOB VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2377353,4,16037,48,20190815,C,CN1401DT,449,BEACH 63 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376706,1,195,7,20190815,C,19-00670,396,BROADWAY,20191218,OK TO DISMISS DOB VIOLATION. BORO COMM SWO FULLY RESCINDED AS PER RESCIND LETTER,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376872,2,2994,45,20190815,C,C0302JM,1409,BRYANT AVENUE,20190819,OK TO DISM ABOVE VIO. SWO RESCINDED     8/15/19 AS PER LETTER FROM DBC PLUMEY,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2398637,3,8161,47,20190815,C,18MM01,1018,EAST 93 STREET,20190926,"DISMISS, VACATE ORDER HAD BEEN DISMISS",VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2376715,3,2433,27,20190815,C,CER02JG,192,HAVEMEYER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376504,3,1714,17,20190815,C,CC03SA03,954,HERKIMER STREET,20200304,OK TO DISMISS.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2376505,3,1714,17,20190815,C,CC03SA04,954,HERKIMER STREET,20200304,OK TO DISMISS.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2376719,3,2085,25,20190815,C,19-00672,33,UNIVERSITY PLAZA,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399221,3,3135,41,20190814,C,0404JG,17,BELVIDERE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399212,3,3135,41,20190814,C,0403JG,17,BELVIDERE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399216,3,8686,71,20190814,C,1305JG,3110,BRIGHTON 4 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376455,3,1775,71,20190814,C,CC03MW02,697,DEKALB AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2377182,2,2812,1,20190814,C,051SC,225,EAST 179 STREET,20190930,SWO WAS RESCINDED. OK TO DISMISS DOB VIO,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376853,2,2762,277,20190814,C,CER01EP,814,FAILE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376893,2,2880,47,20190814,C,FEU20501PN,1535,UNDERCLIFF AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399235,3,5673,81,20190813,C,1205,921,55 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399234,3,5673,81,20190813,C,1206TV,921,55 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376361,3,6704,78,20190813,C,CER01JG,1273,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446321,3,8812,112,20190813,C,328233,125,NEPTUNE AVENUE,,,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2376252,3,3598,34,20190813,C,ER01JM,120,RIVERDALE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376360,3,3598,34,20190813,C,CER01JW,120,RIVERDALE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377422,4,1784,35,20190813,C,C0301JR,111-01,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377420,4,1784,34,20190813,C,C0302JR,111-03,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377424,4,12192,22,20190812,C,C1202RS,150-32,115 DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377425,4,9232,52,20190812,C,C0903RS,84-27,116 STREET,20200504,OK TO DISMISS BC RESCIND LETTER ISSUED   4/27/20,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2377318,3,1025,16,20190812,C,CN0604RA,42,12 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376238,4,13036,24,20190812,C,19-00659,217-30,138 ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376237,4,13986,16,20190812,C,19-00658,158-22,88 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376255,4,11514,48,20190812,C,19-00657,135-15,95 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376877,3,8679,14,20190812,C,FEU31301PN,100,BRIGHTON BEACH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377319,3,488,6,20190812,C,CN0606RA,601,COURT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376896,3,331,21,20190812,C,CN0603RA,486,HENRY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377423,4,11931,8,20190812,C,C1201RS,143-14,LAKEWOOD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376906,3,955,74,20190812,C,CN0601RA,601,PRESIDENT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399220,3,5514,4,20190810,C,1201JG,5915,20 AVENUE,20191004,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376132,4,11500,132,20190810,C,19-00655,97-05,LINDEN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376111,3,1486,22,20190810,C,19-00653,1068,PUTNAM AVENUE,20200723,"DISMISSED, SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2375912,4,13285,88,20190809,C,19-00652,167-11,145 ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377418,4,4978,7502,20190809,C,C0701JR,138-35,39 AVENUE,20200203,"OK TO DISMISS, BC RESCIND LETTER ISSUED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376894,4,2447,145,20190809,C,CN0201DT,72-23,48 AVENUE,20191022,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 10/17/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399245,3,5692,48,20190809,C,1204TV,1459,57 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376118,1,1251,54,20190809,C,0501DD,639,WEST END AVENUE,20190812,OK TO DISMISS DOB VIOLATION. SWO RESCINDED BY BORO COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399251,3,5587,60,20190808,C,1201TV,1039,41 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399252,3,5587,60,20190808,C,1202TV,1039,41 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375713,3,794,29,20190808,C,19-00644,758,50 STREET,20200131,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2375709,3,794,29,20190808,C,19-00647,758,50 STREET,20200131,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2375714,3,794,29,20190808,C,19-00645,758,50 STREET,20200131,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399258,3,5043,5,20190808,C,0901SH,1935,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399265,3,5043,7,20190808,C,0904SH,1931,BEDFORD AVENUE,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399248,3,6710,53,20190808,C,1406RH,967,EAST 17 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399246,3,7590,53,20190808,C,1404RH,918,EAST 27 STREET,20200131,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2375919,1,392,10,20190808,C,FEU10301YS,605,EAST 9 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399249,3,5223,105,20190808,C,1402RH,1270,FLATBUSH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399250,3,3963,5,20190808,C,0501RH,249,HENDRIX STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470036,3,2608,78,20190808,C,*FEU30101BS,345,KINGSLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470182,3,2608,78,20190808,C,*FEU30102BS,345,KINGSLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470183,3,2608,78,20190808,C,*FEU30103BS,345,KINGSLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396542,2,2452,35,20190808,C,FEU20401XC,225,MCCLELLAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399253,3,4819,39,20190808,C,0906VB,664,NEW YORK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375900,5,3400,4,20190808,C,CER03ND,272,SAND LANE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375896,3,1911,9,20190808,C,CC03RM01,167,TAAFFE PLACE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2377312,4,9466,37,20190807,C,CN40901B,95-21,125 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376442,4,1835,50,20190807,C,LL40401OS,88-29,51 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375753,3,2462,1,20190807,C,CC01MR05,329,BROADWAY,20190808,ENTERED IN OBSOLETE BIN,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2375750,3,2462,1,20190807,C,CC01MR02,329,BROADWAY,20190809,ENTER IN OBSOLETE BIN.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2375748,1,872,57,20190807,C,CC06PW07,40,IRVING PLACE,20190819,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2375698,1,1211,50,20190807,C,CC07AD05,140,WEST 81 STREET,20190819,VIOLATIONS COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2375696,1,1211,50,20190807,C,CC07AD03,140,WEST 81 STREET,20190819,VIOLATIONS COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2377197,4,9570,38,20190806,C,CN1001DT,116-11,107 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375888,4,12495,2,20190806,C,LL41202OS,168-10,127 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399264,3,5706,14,20190806,C,1204D0,1420,58 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2377217,4,1404,49,20190806,C,CN40301B,31-49GAR,92 STREET,20190917,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 9/9/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376859,3,6804,41,20190806,C,1501KG,1824,EAST 22 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2376858,3,535,4,20190806,C,0601VB,759,HICKS STREET,20190905,"DISMISS, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2376856,3,1258,57,20190806,C,0801JG,1083,LINCOLN PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383378,2,2452,35,20190806,C,FEU20401XC,225,MCCLELLAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2375885,1,851,35,20190806,C,LL10801OS,300,PARK AVENUE SOUTH,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
